species_name,genus,family,superfamily,suborder,order,role,assembly_accession,assembly_name,assembly_level,refseq_category,genome_size_mb,contig_N50,scaffold_N50,number_of_scaffolds,gc_percent,gene_annotation_available,annotation_source,primary_source,secondary_source,ncbi_bioproject,ncbi_biosample,submission_date,publication_doi,publication_year,pubmed_id,citation_short,restriction_status,restriction_notes,data_generating_consortium,include_recommended,conflict_flag,notes,ncbi_assembly_url,ncbi_download_url,ncbi_datasets_command,bioproject_url,total_score,selection_status
Chrysolina americana,Chrysolina,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_958502065.1,icChrAmer1.1,Chromosome,reference genome,980.57,4093593,89349863,71,36.5,yes,NCBI/RefSeq,NCBI,,PRJEB64387,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_958502065.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_958502065.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_958502065.1.zip","datasets download genome accession GCA_958502065.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB64387,209.51093890939148,primary
Chrysolina graminis,Chrysolina,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_964197785.1,icChrGram1.hap1.1,Chromosome,reference genome,1467.2,2842487,131681018,650,36.5,yes,NCBI/RefSeq,NCBI,,PRJEB77184,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964197785.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964197785.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964197785.1.zip","datasets download genome accession GCA_964197785.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB77184,211.19523175326225,primary
Chrysolina haemoptera,Chrysolina,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_958298965.1,icChrHaem1.1,Chromosome,reference genome,718.3,2238999,35485444,83,35.0,yes,NCBI/RefSeq,NCBI,,PRJEB64038,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_958298965.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_958298965.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_958298965.1.zip","datasets download genome accession GCA_958298965.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB64038,205.50050243566415,primary
Chrysolina herbacea,Chrysolina,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_979300175.1,icChrHerb2.hap1.1,Chromosome,reference genome,1277.23,1254064,117810277,240,36.5,yes,NCBI/RefSeq,NCBI,,PRJEB107946,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_979300175.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_979300175.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_979300175.1.zip","datasets download genome accession GCA_979300175.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB107946,210.7118317712097,primary
Chrysolina hyperici,Chrysolina,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_982264245.1,icChrHype1.hap1.1,Chromosome,reference genome,731.51,11703684,39449835,96,34.5,yes,NCBI/RefSeq,NCBI,,PRJEB109775,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_982264245.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_982264245.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_982264245.1.zip","datasets download genome accession GCA_982264245.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB109775,205.96045191100842,primary
Chrysolina oricalcia,Chrysolina,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_944452925.2,icChrOric1.2,Chromosome,reference genome,1423.44,6296000,69622592,82,34.0,yes,NCBI/RefSeq,NCBI,,PRJEB53643,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_944452925.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_944452925.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_944452925.2.zip","datasets download genome accession GCA_944452925.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB53643,208.42750187726529,primary
Chrysomela aeneicollis,Chrysomela,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_029955515.1,icChrAene1.0.hap1,Scaffold,reference genome,570.34,6613287,20156593,90,36.0,yes,NCBI/RefSeq,NCBI,,PRJNA941318,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_029955515.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_029955515.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_029955515.1.zip","datasets download genome accession GCA_029955515.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA941318,163.04417126665246,primary
Chrysomela populi,Chrysomela,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_965642295.1,icChrPopu2.hap1.1,Chromosome,reference genome,546.98,1112475,35876596,179,35.5,yes,NCBI/RefSeq,NCBI,,PRJEB93767,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965642295.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965642295.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965642295.1.zip","datasets download genome accession GCA_965642295.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB93767,205.54811230120464,primary
Chrysomela saliceti,Chrysomela,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_965121785.1,icChrSali1.hap1.1,Chromosome,reference genome,738.63,2151317,45385673,122,36.0,yes,NCBI/RefSeq,NCBI,,PRJEB85414,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965121785.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965121785.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965121785.1.zip","datasets download genome accession GCA_965121785.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB85414,206.56918779751,primary
Chrysopa pallens,Chrysopa,Chrysopidae,,Hemerobiiformia,Neuroptera,outgroup,GCA_020423425.1,ASM2042342v1,Chromosome,reference genome,538.35,1321525,89781665,552,27.0,yes,NCBI/RefSeq,NCBI,,PRJNA685652,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020423425.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_020423425.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_020423425.1.zip","datasets download genome accession GCA_020423425.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA685652,209.53187655126754,primary
Chrysoperla carnea,Chrysoperla,Chrysopidae,,Hemerobiiformia,Neuroptera,outgroup,GCF_905475395.1,inChrCarn1.1,Chromosome,reference genome,560.23,67795596,94407144,337,29.0,yes,NCBI/RefSeq,NCBI,,PRJEB44056,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_905475395.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_905475395.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCF_905475395.1.zip","datasets download genome accession GCF_905475395.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB44056,209.75004859577575,primary
Chrysoperla zastrowi sillemi,Chrysoperla,Chrysopidae,,Hemerobiiformia,Neuroptera,outgroup,GCA_040669965.1,ASM4066996v1,Scaffold,reference genome,597.59,30390110,90650320,893,29.0,yes,NCBI/RefSeq,NCBI,,PRJNA905226,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040669965.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_040669965.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_040669965.1.zip","datasets download genome accession GCA_040669965.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA905226,169.57369341514692,primary
Cis bilamellatus,Cis,Ciidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_977930235.1,icCisBila1.1,Chromosome,reference genome,249.05,1966089,26646925,65,37.5,yes,NCBI/RefSeq,NCBI,,PRJEB105253,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_977930235.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_977930235.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_977930235.1.zip","datasets download genome accession GCA_977930235.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB105253,204.25647099569596,primary
Clivina fossor,Clivina,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_963966155.1,icCliFoss2.1,Chromosome,reference genome,612.6,4843297,24002212,554,27.5,yes,NCBI/RefSeq,NCBI,,PRJEB72557,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963966155.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963966155.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963966155.1.zip","datasets download genome accession GCA_963966155.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB72557,203.80251267341868,primary
Coccidula rufa,Coccidula,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera,ingroup,GCA_965178175.1,icCocRufa1.hap1.1,Chromosome,reference genome,1068.72,6434000,120539302,1100,34.0,yes,NCBI/RefSeq,NCBI,,PRJEB86219,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965178175.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965178175.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965178175.1.zip","datasets download genome accession GCA_965178175.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB86219,210.81128672295108,primary
Coccinella magnifica,Coccinella,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera,ingroup,GCA_965644565.1,icCocMagn1.hap1.1,Chromosome,reference genome,498.77,7477629,43533345,447,36.5,yes,NCBI/RefSeq,NCBI,,PRJEB94210,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965644565.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965644565.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965644565.1.zip","datasets download genome accession GCA_965644565.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB94210,206.3882203860764,primary
Coccinella septempunctata,Coccinella,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera,ingroup,GCF_907165205.1,icCocSept1.1,Chromosome,reference genome,398.85,16512651,41442133,24,36.5,yes,NCBI/RefSeq,NCBI,,PRJEB44629,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_907165205.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_907165205.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCF_907165205.1.zip","datasets download genome accession GCF_907165205.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB44629,206.1744210017082,primary
Coccinella transversoguttata,Coccinella,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera,ingroup,GCA_053478235.1,ASM5347823v1,Chromosome,reference genome,416.88,27814102,42967107,10,36.5,yes,NCBI/RefSeq,NCBI,,PRJNA1268667,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_053478235.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_053478235.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_053478235.1.zip","datasets download genome accession GCA_053478235.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1268667,206.33136113371296,primary
Coelostoma orbiculare,Coelostoma,Hydrophilidae,Hydrophiloidea,Polyphaga,Coleoptera,ingroup,GCA_979606585.1,icCoeOrbi2.hap1.1,Chromosome,reference genome,750.99,247587,53784477,1124,36.5,yes,NCBI/RefSeq,NCBI,,PRJEB108172,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_979606585.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_979606585.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_979606585.1.zip","datasets download genome accession GCA_979606585.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB108172,207.3065694990421,primary
Colydium elongatum,Colydium,Zopheridae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_964656385.1,icColElon2.1,Chromosome,reference genome,450.16,2413158,52950275,162,35.0,yes,NCBI/RefSeq,NCBI,,PRJEB83423,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964656385.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964656385.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964656385.1.zip","datasets download genome accession GCA_964656385.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB83423,207.2386821998028,primary
Conwentzia psociformis,Conwentzia,Coniopterygidae,,Hemerobiiformia,Neuroptera,outgroup,GCA_976988905.1,inConPsoc3.hap1.1,Chromosome,reference genome,99.6,1206000,13725290,14,36.5,yes,NCBI/RefSeq,NCBI,,PRJEB98820,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_976988905.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_976988905.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_976988905.1.zip","datasets download genome accession GCA_976988905.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB98820,201.37521529374897,primary
Copris fidius,Copris,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_032191685.1,ASM3219168v1,Contig,reference genome,230.03,400,400,603819,34.0,yes,NCBI/RefSeq,NCBI,,PRJNA977672,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_032191685.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_032191685.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_032191685.1.zip","datasets download genome accession GCA_032191685.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA977672,76.02059991327963,primary
Coproporus ventriculus,Coproporus,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_027574865.2,Caltech_Cven_1.0,Scaffold,reference genome,210.31,4235,5580,52967,29.5,yes,NCBI/RefSeq,NCBI,,PRJNA342850,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_027574865.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_027574865.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_027574865.2.zip","datasets download genome accession GCA_027574865.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA342850,127.46634198937579,primary
Coptodactyla brooksi,Coptodactyla,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_033557675.1,ASM3355767v1,Contig,reference genome,18.23,24517,24517,714,34.0,yes,NCBI/RefSeq,NCBI,,PRJNA977672,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033557675.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_033557675.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_033557675.1.zip","datasets download genome accession GCA_033557675.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA977672,93.8946732705537,primary
Cosmopolites sordidus,Cosmopolites,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_031761425.1,arthropoda_binned,Contig,reference genome,1068.52,706383,706383,2976,34.0,yes,NCBI/RefSeq,NCBI,,PRJNA817621,,,,,,,published_open,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_031761425.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_031761425.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_031761425.1.zip","datasets download genome accession GCA_031761425.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA817621,108.49040238849477,primary
Crepidodera aurata,Crepidodera,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_965645225.1,icCreAura1.1,Chromosome,reference genome,840.27,1019463,61645881,308,31.5,yes,NCBI/RefSeq,NCBI,,PRJEB94310,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965645225.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965645225.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965645225.1.zip","datasets download genome accession GCA_965645225.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB94310,207.89904063596262,primary
Crepidodera aurea,Crepidodera,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_949320105.2,icCreAure2.2,Chromosome,reference genome,508.96,4358255,76910125,49,32.0,yes,NCBI/RefSeq,NCBI,,PRJEB60253,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_949320105.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_949320105.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_949320105.2.zip","datasets download genome accession GCA_949320105.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB60253,208.85983517202928,primary
Crepidodera fulvicornis,Crepidodera,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_965615805.1,icCreFulv2.1,Chromosome,reference genome,493.21,4757256,123137060,40,32.5,yes,NCBI/RefSeq,NCBI,,PRJEB90966,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965615805.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965615805.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965615805.1.zip","datasets download genome accession GCA_965615805.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB90966,210.90388780236304,primary
Crioceris asparagi,Crioceris,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_958507055.1,icCriAspa1.1,Chromosome,reference genome,639.28,5465325,90622434,709,33.0,yes,NCBI/RefSeq,NCBI,,PRJEB64385,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_958507055.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_958507055.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_958507055.1.zip","datasets download genome accession GCA_958507055.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB64385,209.5723572258134,primary
Crudosilis ruficollis,Crudosilis,Cantharidae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_978018155.1,icCruRufi1.1,Chromosome,reference genome,1193.65,3161911,101876541,245,32.0,yes,NCBI/RefSeq,NCBI,,PRJEB106235,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_978018155.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_978018155.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_978018155.1.zip","datasets download genome accession GCA_978018155.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB106235,210.08074191001873,primary
Cryptocephalus moraei,Cryptocephalus,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_946251905.1,icCryMora2.1,Chromosome,reference genome,500.54,9642473,35831563,129,36.5,yes,NCBI/RefSeq,NCBI,,PRJEB55436,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_946251905.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_946251905.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_946251905.1.zip","datasets download genome accession GCA_946251905.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB55436,205.54265752834547,primary
Cryptocephalus primarius,Cryptocephalus,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_963576515.1,icCryPrim1.1,Chromosome,reference genome,370.99,1867949,15602051,304,38.0,yes,NCBI/RefSeq,NCBI,,PRJEB68110,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963576515.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963576515.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963576515.1.zip","datasets download genome accession GCA_963576515.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB68110,201.93181693189905,primary
Cryptocephalus pusillus,Cryptocephalus,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_965663585.1,icCroPusi3.1,Chromosome,reference genome,312.95,580918,20342572,297,36.5,yes,NCBI/RefSeq,NCBI,,PRJEB94975,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965663585.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965663585.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965663585.1.zip","datasets download genome accession GCA_965663585.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB94975,203.084058618016,primary
