species_name,genus,family,superfamily,suborder,order,role,assembly_accession,assembly_name,assembly_level,refseq_category,genome_size_mb,contig_N50,scaffold_N50,number_of_scaffolds,gc_percent,gene_annotation_available,annotation_source,primary_source,secondary_source,ncbi_bioproject,ncbi_biosample,submission_date,publication_doi,publication_year,pubmed_id,citation_short,restriction_status,restriction_notes,data_generating_consortium,include_recommended,conflict_flag,notes,ncbi_assembly_url,ncbi_download_url,ncbi_datasets_command,bioproject_url
Tillus elongatus,Tillus,Cleridae,Cleroidea,Polyphaga,Coleoptera,ingroup,GCA_964006375.1,icTilElon2.1,Chromosome,reference genome,1719.08,4001000,190090450,41,35.5,yes,NCBI/RefSeq,NCBI,,PRJEB74021,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964006375.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964006375.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964006375.1.zip","datasets download genome accession GCA_964006375.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB74021
Euwallacea similis,Euwallacea,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_039881205.1,ESF131.1,Chromosome,reference genome,177.6,3987509,5137944,128,36,yes,NCBI/RefSeq,NCBI,,PRJNA1086994,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_039881205.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_039881205.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_039881205.1.zip","datasets download genome accession GCA_039881205.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1086994
Euwallacea similis,Euwallacea,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCF_039881205.1,ESF131.1,Chromosome,reference genome,177.6,3987509,5137944,128,36,yes,NCBI/RefSeq,NCBI,,PRJNA1086994,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_039881205.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_039881205.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCF_039881205.1.zip","datasets download genome accession GCF_039881205.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1086994
Tetropium fuscum,Tetropium,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_964058775.1,icTetFusc2.1,Chromosome,reference genome,555.63,3916055,43086128,16,33.5,yes,NCBI/RefSeq,NCBI,,PRJEB75844,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964058775.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964058775.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964058775.1.zip","datasets download genome accession GCA_964058775.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB75844
Chrysina gloriosa,Chrysina,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_038088585.1,Cglo_1.0,Chromosome,reference genome,642.27,3880439,72353455,454,36,yes,NCBI/RefSeq,NCBI,,PRJNA1043134,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_038088585.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_038088585.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_038088585.1.zip","datasets download genome accession GCA_038088585.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1043134
Notiophilus biguttatus,Notiophilus,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_965642445.1,icNotBigu1.1,Chromosome,reference genome,490.36,3818127,22792868,459,30,yes,NCBI/RefSeq,NCBI,,PRJEB93845,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965642445.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965642445.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965642445.1.zip","datasets download genome accession GCA_965642445.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB93845
Endomychus armeniacus,Endomychus,Endomychidae,Coccinelloidea,Polyphaga,Coleoptera,ingroup,GCA_977013105.1,icEndArme8.1,Chromosome,reference genome,577.67,3810340,63483907,22,34,yes,NCBI/RefSeq,NCBI,,PRJEB96518,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_977013105.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_977013105.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_977013105.1.zip","datasets download genome accession GCA_977013105.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB96518
Ocys tachysoides,Ocys,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_965282375.1,icOcyTach1.1,Chromosome,reference genome,493.76,3804920,44569281,272,30,yes,NCBI/RefSeq,NCBI,,PRJEB89445,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965282375.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965282375.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965282375.1.zip","datasets download genome accession GCA_965282375.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB89445
Eulagius filicornis,Eulagius,Mycetophagidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_965643585.1,icEulFili2.1,Chromosome,reference genome,160.71,3619454,12507011,805,31,yes,NCBI/RefSeq,NCBI,,PRJEB93940,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965643585.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965643585.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965643585.1.zip","datasets download genome accession GCA_965643585.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB93940
Dorcus hopei,Dorcus,Lucanidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_033060865.1,AHU_Dhop_1.0,Chromosome,reference genome,520.71,3575657,57259251,27,35,yes,NCBI/RefSeq,NCBI,,PRJNA978836,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033060865.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_033060865.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_033060865.1.zip","datasets download genome accession GCA_033060865.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA978836
Stenus bimaculatus,Stenus,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_963971135.1,icSteBima1.1,Chromosome,reference genome,450.58,3547562,51678104,1588,28.5,yes,NCBI/RefSeq,NCBI,,PRJEB73464,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963971135.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963971135.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963971135.1.zip","datasets download genome accession GCA_963971135.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB73464
Ceutorhynchus assimilis,Ceutorhynchus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_917834065.1,PGI_CEUTPL_v4,Chromosome,reference genome,674.95,3538480,55466945,44,35.5,yes,NCBI/RefSeq,NCBI,,PRJEB47903,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_917834065.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_917834065.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_917834065.1.zip","datasets download genome accession GCA_917834065.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB47903
Mycetophagus atomarius,Mycetophagus,Mycetophagidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_977112535.1,icMycAtom3.1,Chromosome,reference genome,140.05,3526068,14289502,29,30.5,yes,NCBI/RefSeq,NCBI,,PRJEB104609,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_977112535.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_977112535.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_977112535.1.zip","datasets download genome accession GCA_977112535.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB104609
Sambus kanssuensis,Sambus,Buprestidae,Buprestoidea,Polyphaga,Coleoptera,ingroup,GCA_047651835.1,ASM4765183v1,Chromosome,reference genome,312.03,3192945,34038044,204,31.5,yes,NCBI/RefSeq,NCBI,,PRJNA1213008,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_047651835.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_047651835.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_047651835.1.zip","datasets download genome accession GCA_047651835.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1213008
Crudosilis ruficollis,Crudosilis,Cantharidae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_978018155.1,icCruRufi1.1,Chromosome,reference genome,1193.65,3161911,101876541,245,32,yes,NCBI/RefSeq,NCBI,,PRJEB106235,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_978018155.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_978018155.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_978018155.1.zip","datasets download genome accession GCA_978018155.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB106235
Bruchidius varius,Bruchidius,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_964204745.1,icBruVari1.hap1.1,Chromosome,reference genome,1210.03,3151950,128549679,146,37,yes,NCBI/RefSeq,NCBI,,PRJEB78407,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964204745.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964204745.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964204745.1.zip","datasets download genome accession GCA_964204745.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB78407
Platydracus latebricola,Platydracus,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_978021435.1,icPlaLate1.hap1.1,Chromosome,reference genome,1396.24,3085000,96449528,2234,33,yes,NCBI/RefSeq,NCBI,,PRJEB106586,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_978021435.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_978021435.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_978021435.1.zip","datasets download genome accession GCA_978021435.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB106586
Kyklioacalles roboris,Kyklioacalles,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_964211925.1,icKykRobo1.hap1.1,Chromosome,reference genome,698.93,2967359,30383510,964,34,yes,NCBI/RefSeq,NCBI,,PRJEB78586,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964211925.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964211925.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964211925.1.zip","datasets download genome accession GCA_964211925.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB78586
Leistus fulvibarbis,Leistus,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_965644575.1,icLeiFulv1.hap1.1,Chromosome,reference genome,261.71,2898318,6924332,294,33,yes,NCBI/RefSeq,NCBI,,PRJEB94212,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965644575.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965644575.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965644575.1.zip","datasets download genome accession GCA_965644575.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB94212
Altica lythri,Altica,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_964028335.1,icAltLyth1.1,Chromosome,reference genome,1003.51,2893756,77927963,1578,31.5,yes,NCBI/RefSeq,NCBI,,PRJEB74861,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964028335.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964028335.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964028335.1.zip","datasets download genome accession GCA_964028335.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB74861
Chrysolina graminis,Chrysolina,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_964197785.1,icChrGram1.hap1.1,Chromosome,reference genome,1467.2,2842487,131681018,650,36.5,yes,NCBI/RefSeq,NCBI,,PRJEB77184,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964197785.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964197785.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964197785.1.zip","datasets download genome accession GCA_964197785.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB77184
Nalassus laevioctostriatus,Nalassus,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_965649385.1,icNalLaev1.hap1.1,Chromosome,reference genome,534.57,2823984,51132463,1425,35.5,yes,NCBI/RefSeq,NCBI,,PRJEB94436,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965649385.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965649385.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965649385.1.zip","datasets download genome accession GCA_965649385.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB94436
Agonum viduum,Agonum,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_978021445.1,icAgoVidu2.1,Chromosome,reference genome,583.17,2822791,31947219,573,32,yes,NCBI/RefSeq,NCBI,,PRJEB106581,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_978021445.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_978021445.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_978021445.1.zip","datasets download genome accession GCA_978021445.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB106581
Aphodius fimetarius,Aphodius,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_964211865.1,icAphFime1.1,Chromosome,reference genome,1343.38,2803677,78759060,3057,32.5,yes,NCBI/RefSeq,NCBI,,PRJEB78531,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964211865.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964211865.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964211865.1.zip","datasets download genome accession GCA_964211865.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB78531
Amara convexiuscula,Amara,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_981560045.1,icAmaConx1.hap1.1,Chromosome,reference genome,742.49,2760791,46084974,1697,32.5,yes,NCBI/RefSeq,NCBI,,PRJEB108814,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_981560045.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_981560045.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_981560045.1.zip","datasets download genome accession GCA_981560045.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB108814
Diplocoelus fagi,Diplocoelus,Biphyllidae,Cleroidea,Polyphaga,Coleoptera,ingroup,GCA_975146085.1,icDipFagi1.hap1.1,Chromosome,reference genome,1695.92,2757361,53417606,3631,29.5,yes,NCBI/RefSeq,NCBI,,PRJEB96811,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_975146085.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_975146085.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_975146085.1.zip","datasets download genome accession GCA_975146085.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB96811
Anobium punctatum,Anobium,Ptinidae,Bostrichoidea,Polyphaga,Coleoptera,ingroup,GCA_965643755.1,icAnoPunc1.hap1.1,Chromosome,reference genome,349.95,2667738,36402331,234,39,yes,NCBI/RefSeq,NCBI,,PRJEB94002,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965643755.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965643755.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965643755.1.zip","datasets download genome accession GCA_965643755.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB94002
Curculio glandium,Curculio,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_965648435.1,icCurGlan1.1,Chromosome,reference genome,1121.34,2415291,99310684,275,35,yes,NCBI/RefSeq,NCBI,,PRJEB94373,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965648435.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965648435.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965648435.1.zip","datasets download genome accession GCA_965648435.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB94373
Colydium elongatum,Colydium,Zopheridae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_964656385.1,icColElon2.1,Chromosome,reference genome,450.16,2413158,52950275,162,35,yes,NCBI/RefSeq,NCBI,,PRJEB83423,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964656385.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964656385.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964656385.1.zip","datasets download genome accession GCA_964656385.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB83423
Sphaeroderma testaceum,Sphaeroderma,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_971796245.1,icSphTest1.hap1.1,Chromosome,reference genome,1521.3,2407971,58484549,4345,30.5,yes,NCBI/RefSeq,NCBI,,PRJEB96099,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_971796245.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_971796245.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_971796245.1.zip","datasets download genome accession GCA_971796245.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB96099
Dorysthenes granulosus,Dorysthenes,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_052815825.1,ASM5281582v1,Chromosome,reference genome,1008.06,2297689,81492938,88,34,yes,NCBI/RefSeq,NCBI,,PRJNA1309263,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_052815825.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_052815825.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_052815825.1.zip","datasets download genome accession GCA_052815825.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1309263
Podagrica fuscicornis,Podagrica,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_980253055.1,icPodFusc4.1,Chromosome,reference genome,1948.97,2265000,110818420,217,33.5,yes,NCBI/RefSeq,NCBI,,PRJEB108297,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_980253055.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_980253055.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_980253055.1.zip","datasets download genome accession GCA_980253055.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB108297
Pterostichus vernalis,Pterostichus,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_965283465.1,icPteVern2.1,Chromosome,reference genome,972.28,2239000,16293436,863,31.5,yes,NCBI/RefSeq,NCBI,,PRJEB89592,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965283465.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965283465.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965283465.1.zip","datasets download genome accession GCA_965283465.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB89592
Silvanus unidentatus,Silvanus,Silvanidae,Cucujoidea,Polyphaga,Coleoptera,ingroup,GCA_963930825.1,icSilUnid1.1,Chromosome,reference genome,187.15,2207987,23657960,102,33,yes,NCBI/RefSeq,NCBI,,PRJEB72183,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963930825.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963930825.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963930825.1.zip","datasets download genome accession GCA_963930825.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB72183
Cantharis decipiens,Cantharis,Cantharidae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_965642435.1,icCanDeci3.1,Chromosome,reference genome,355.23,2185536,34757274,747,30.5,yes,NCBI/RefSeq,NCBI,,PRJEB93841,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965642435.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965642435.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965642435.1.zip","datasets download genome accession GCA_965642435.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB93841
