accession,organism,family,suborder,length_bp,submission_date,in_tob_winners
MK654679.1,Anthonomus rubi,Curculionidae,Polyphaga,17476,2019/08/31,yes
NC_044714.1,Anthonomus rubi,Curculionidae,Polyphaga,17476,2019/09/21,yes
OR699286.1,Aphytobius sphaerion,Curculionidae,Polyphaga,17212,2024/06/09,no
OR699284.1,Auleutes epilobii,Curculionidae,Polyphaga,16989,2024/06/09,no
OR699287.1,Barioxyonyx tournieri,Curculionidae,Polyphaga,18571,2024/06/09,no
PX230584.1,Blosyrus oniscus,Curculionidae,Polyphaga,16980,2026/02/18,no
PP209349.1,Brachiodontus alpinus,Curculionidae,Polyphaga,17094,2024/06/09,no
OQ473657.1,Bradybatus sp.,Curculionidae,Polyphaga,18330,2023/12/11,no
MW713448.1,Callirhopalus sedakowii,Curculionidae,Polyphaga,16668,2022/06/06,no
NC_064330.1,Callirhopalus sedakowii,Curculionidae,Polyphaga,16668,2022/06/23,no
OR715012.1,Cardipennis shaowuensis,Curculionidae,Polyphaga,16636,2024/06/09,no
PX230578.1,Catapionus intermedius,Curculionidae,Polyphaga,16496,2026/02/18,no
OR715013.1,Ceutorhynchus alliariae,Curculionidae,Polyphaga,18486,2024/06/09,no
OR726414.1,Ceutorhynchus coarctatus,Curculionidae,Polyphaga,18667,2024/06/09,no
OR715014.1,Ceutorhynchus hampei,Curculionidae,Polyphaga,18928,2024/06/09,no
OR715016.1,Ceutorhynchus napi,Curculionidae,Polyphaga,18682,2024/06/09,no
MN180050.1,Ceutorhynchus obstrictus,Curculionidae,Polyphaga,20124,2019/10/02,yes
NC_045101.1,Ceutorhynchus obstrictus,Curculionidae,Polyphaga,20124,2019/10/29,yes
OR715018.1,Ceutorhynchus pulvinatus,Curculionidae,Polyphaga,17290,2024/06/09,no
OR832778.1,Ceutorhynchus typhae,Curculionidae,Polyphaga,19364,2024/06/09,no
NC_061216.1,Chlorophanus auripes,Curculionidae,Polyphaga,18149,2022/03/11,no
OM112264.1,Chlorophanus auripes,Curculionidae,Polyphaga,18149,2022/02/14,no
ON808615.1,Coccotorus beijingensis,Curculionidae,Polyphaga,17071,2022/09/24,no
OR715015.1,Coeliastes lamii,Curculionidae,Polyphaga,18659,2024/06/09,no
OR715017.1,Coelioderes nigrinus,Curculionidae,Polyphaga,18259,2024/06/09,no
OR715019.1,Coeliodes ruber,Curculionidae,Polyphaga,18195,2024/06/09,no
OR832777.1,Coeliodes transversealbofasciatus,Curculionidae,Polyphaga,17305,2024/06/09,no
OK539700.1,Coptodryas elegans,Curculionidae,Polyphaga,15959,2021/12/13,no
NC_073111.1,Corigetus marmoratus,Curculionidae,Polyphaga,16224,2023/04/05,no
OQ429436.1,Corigetus marmoratus,Curculionidae,Polyphaga,16224,2023/03/26,no
NC_082136.1,Curculio bimaculatus,Curculionidae,Polyphaga,18873,2023/09/16,no
OR197602.1,Curculio bimaculatus,Curculionidae,Polyphaga,18873,2023/07/31,no
KY057374.1,Curculio davidi,Curculionidae,Polyphaga,16852,2017/03/15,no
NC_034293.1,Curculio davidi,Curculionidae,Polyphaga,16852,2017/04/17,no
KX087269.1,Curculio elephas,Curculionidae,Polyphaga,17591,2017/10/13,no
MG728095.1,Curculio sp. SZ-2019,Curculionidae,Polyphaga,19216,2019/01/28,no
KX035166.1,Curculionidae sp. BMNH 1039870,Curculionidae,Polyphaga,16135,2017/10/31,no
KX035169.1,Curculionidae sp. BMNH 1039956,Curculionidae,Polyphaga,16244,2017/10/31,no
KX035176.1,Curculionidae sp. BMNH 1040049,Curculionidae,Polyphaga,16998,2017/10/31,no
KX035219.1,Cyclorhipidion bodoanum,Curculionidae,Polyphaga,15899,2017/10/31,no
NC_036295.1,Cyclorhipidion bodoanum,Curculionidae,Polyphaga,15899,2017/11/16,no
PX230587.1,Cydianerus bohemani,Curculionidae,Polyphaga,16535,2026/02/18,no
MG674390.1,Cyrtotrachelus buqueti,Curculionidae,Polyphaga,15035,2018/09/10,yes
NC_039705.1,Cyrtotrachelus buqueti,Curculionidae,Polyphaga,15035,2018/11/09,yes
MW487808.1,Dendroctonus rufipennis,Curculionidae,Polyphaga,16937,2022/05/18,no
NC_063906.1,Dendroctonus rufipennis,Curculionidae,Polyphaga,16937,2022/06/03,no
NC_061915.1,Dendroctonus valens,Curculionidae,Polyphaga,16547,2022/04/04,yes
OL689184.1,Dendroctonus valens,Curculionidae,Polyphaga,16547,2022/02/22,yes
OP651189.1,Dendroctonus valens,Curculionidae,Polyphaga,16541,2023/04/28,yes
PX230579.1,Dereodus sp.,Curculionidae,Polyphaga,17281,2026/02/18,no
PX230574.1,Dermatodes sp.,Curculionidae,Polyphaga,16522,2026/02/18,no
PX230573.1,Dermatoxenus clathratus,Curculionidae,Polyphaga,16884,2026/02/18,no
PX230583.1,Dicasticus sp.,Curculionidae,Polyphaga,17263,2026/02/18,no
PX586171.1,Dinoplatypus cavus,Curculionidae,Polyphaga,14819,2025/11/29,no
KX035207.1,Dryocoetes autographus,Curculionidae,Polyphaga,17055,2017/10/31,no
NC_036287.1,Dryocoetes autographus,Curculionidae,Polyphaga,17055,2017/11/16,no
MZ766132.1,Dryocoetes hectographus,Curculionidae,Polyphaga,16040,2022/01/24,no
NC_062125.1,Dryocoetes hectographus,Curculionidae,Polyphaga,16040,2022/04/04,no
KX035216.1,Dryocoetes villosus,Curculionidae,Polyphaga,15859,2017/10/31,no
NC_036282.1,Dryocoetes villosus,Curculionidae,Polyphaga,15859,2017/11/16,no
MT560591.1,Elaeidobius kamerunicus,Curculionidae,Polyphaga,17729,2020/07/22,yes
NC_049880.1,Elaeidobius kamerunicus,Curculionidae,Polyphaga,17729,2020/07/24,yes
OR879233.1,Eubrychius velutus,Curculionidae,Polyphaga,17344,2024/06/09,no
OR901693.1,Eucoeliodes mirabilis,Curculionidae,Polyphaga,17631,2024/06/09,no
KM593905.1,Eucryptorrhynchus brandti,Curculionidae,Polyphaga,15122,2014/12/07,yes
KP455482.1,Eucryptorrhynchus brandti,Curculionidae,Polyphaga,15597,2015/03/17,yes
NC_025945.1,Eucryptorrhynchus brandti,Curculionidae,Polyphaga,15122,2014/12/16,yes
KP410324.1,Eucryptorrhynchus scrobiculatus,Curculionidae,Polyphaga,15628,2015/03/08,yes
KP455510.1,Eucryptorrhynchus scrobiculatus,Curculionidae,Polyphaga,15195,2015/03/30,yes
MG728094.1,Eucryptorrhynchus scrobiculatus,Curculionidae,Polyphaga,19713,2019/01/28,yes
MZ417388.1,Eucryptorrhynchus scrobiculatus,Curculionidae,Polyphaga,18680,2021/12/06,yes
NC_026719.1,Eucryptorrhynchus scrobiculatus,Curculionidae,Polyphaga,15628,2015/03/17,yes
OM744396.1,Eucryptorrhynchus scrobiculatus,Curculionidae,Polyphaga,17436,2022/03/27,yes
PX230581.1,Eugnathus sp.,Curculionidae,Polyphaga,15862,2026/02/18,no
PV091174.1,Eupholus azureus,Curculionidae,Polyphaga,17656,2026/03/04,no
KX035180.1,Euplatypus sp. BMNH 1040069,Curculionidae,Polyphaga,16343,2017/10/31,no
MT897842.1,Euwallacea fornicatus,Curculionidae,Polyphaga,15745,2021/03/16,yes
NC_059702.1,Euwallacea fornicatus,Curculionidae,Polyphaga,15745,2022/01/04,yes
ON169988.1,Euwallacea fornicatus,Curculionidae,Polyphaga,16265,2022/11/27,yes
NC_069051.1,Euwallacea interjectus,Curculionidae,Polyphaga,16179,2022/12/16,no
ON169989.1,Euwallacea interjectus,Curculionidae,Polyphaga,16179,2022/11/27,no
OQ420766.1,Euwallacea interjectus,Curculionidae,Polyphaga,16161,2023/03/17,no
PV558843.1,Euwallacea interjectus,Curculionidae,Polyphaga,16481,2025/04/29,no
KX035218.1,Gnathotrichus materiarius,Curculionidae,Polyphaga,16871,2017/10/31,no
NC_036294.1,Gnathotrichus materiarius,Curculionidae,Polyphaga,16871,2017/11/16,no
PV085518.1,Guineobius niger,Curculionidae,Polyphaga,18915,2026/03/04,no
OR952935.1,Hesperorrhynchus phytobioides,Curculionidae,Polyphaga,18888,2024/06/09,no
OR879234.1,Homorosoma validirostre,Curculionidae,Polyphaga,16353,2024/06/09,no
KX035212.1,Hylastes attenuatus,Curculionidae,Polyphaga,17409,2017/10/31,no
NC_036290.1,Hylastes attenuatus,Curculionidae,Polyphaga,17409,2017/11/16,no
KX035208.1,Hylastes brunneus,Curculionidae,Polyphaga,15774,2017/10/31,no
NC_036262.1,Hylastes brunneus,Curculionidae,Polyphaga,15774,2017/11/16,no
JX847496.1,Hylobitelus xiaoi,Curculionidae,Polyphaga,16123,2013/09/30,no
NC_022680.1,Hylobitelus xiaoi,Curculionidae,Polyphaga,16123,2013/11/03,no
OQ161263.1,Hylobitelus xiaoi,Curculionidae,Polyphaga,17772,2023/02/18,no
NC_081966.1,Hylurgus ligniperda,Curculionidae,Polyphaga,17202,2023/09/16,no
OR105874.1,Hylurgus ligniperda,Curculionidae,Polyphaga,17202,2023/07/17,no
PX230572.1,Hypera striata,Curculionidae,Polyphaga,16246,2026/02/18,no
KX035163.1,Hypothenemus sp. BMNH 1039837,Curculionidae,Polyphaga,17469,2017/10/31,no
KX035165.1,Hypothenemus sp. BMNH 1039866,Curculionidae,Polyphaga,16388,2017/10/31,no
KX035175.1,Hypothenemus sp. BMNH 1040003,Curculionidae,Polyphaga,16098,2017/10/31,no
KX035186.1,Hypothenemus sp. BMNH 1040235,Curculionidae,Polyphaga,17530,2017/10/31,no
KX035224.1,Hypothenemus sp. KM-2015,Curculionidae,Polyphaga,16391,2017/10/31,no
MK988441.1,Ips acuminatus,Curculionidae,Polyphaga,19580,2020/02/05,no
MW589547.1,Ips calligraphus,Curculionidae,Polyphaga,19144,2021/04/20,yes
MZ748471.1,Ips nitidus,Curculionidae,Polyphaga,16367,2022/01/24,yes
NC_062131.1,Ips nitidus,Curculionidae,Polyphaga,16367,2022/04/04,yes
KX035215.1,Ips sexdentatus,Curculionidae,Polyphaga,18579,2017/10/31,yes
NC_036281.1,Ips sexdentatus,Curculionidae,Polyphaga,18579,2017/11/16,yes
PX230585.1,Lachnopus sp.,Curculionidae,Polyphaga,16619,2026/02/18,no
MT536938.1,Leptomias sp. DX-2020,Curculionidae,Polyphaga,16801,2020/07/05,no
MW413392.1,Lixus subtilis,Curculionidae,Polyphaga,15223,2021/08/31,no
PX230565.1,Lophothetes gazellae,Curculionidae,Polyphaga,16991,2026/02/18,no
PP203213.1,Mecysmoderes ater,Curculionidae,Polyphaga,19291,2024/06/09,no
OR952933.1,Micrelus ericae,Curculionidae,Polyphaga,18429,2024/06/09,no
OR901691.1,Microplontus rugulosus,Curculionidae,Polyphaga,19537,2024/06/09,no
OR901694.1,Mogulones austriacus,Curculionidae,Polyphaga,18688,2024/06/09,no
OR901695.1,Mogulones cynoglossi,Curculionidae,Polyphaga,18882,2024/06/09,no
OR952934.1,Mogulones uncipes,Curculionidae,Polyphaga,19054,2024/06/09,no
OR901692.1,Mogulonoides radula,Curculionidae,Polyphaga,18122,2024/06/09,no
MH197100.1,Myllocerinus aurolineatus,Curculionidae,Polyphaga,17762,2019/02/21,no
NC_040931.1,Myllocerinus aurolineatus,Curculionidae,Polyphaga,17762,2019/02/27,no
PV394716.1,Myllocerus sp.,Curculionidae,Polyphaga,16486,2026/04/01,no
GU176345.1,Naupactus xanthographus,Curculionidae,Polyphaga,15026,2010/07/12,no
NC_018354.1,Naupactus xanthographus,Curculionidae,Polyphaga,15026,2012/08/10,no
PX230582.1,Nematocerus dispar,Curculionidae,Polyphaga,16401,2026/02/18,no
OR952938.1,Neoglocianus albovittatus,Curculionidae,Polyphaga,16893,2024/06/09,no
OR879236.1,Neoglocianus maculaalba,Curculionidae,Polyphaga,18847,2024/06/09,no
OR879235.1,Neophytobius granatus,Curculionidae,Polyphaga,17625,2024/06/09,no
PX230576.1,Neopyrgops prasina,Curculionidae,Polyphaga,16716,2026/02/18,no
MT232762.1,Niphades castanea,Curculionidae,Polyphaga,17494,2020/05/10,no
NC_062876.1,Odoiporus longicollis,Curculionidae,Polyphaga,16294,2022/04/27,no
OK509080.1,Odoiporus longicollis,Curculionidae,Polyphaga,16294,2022/04/13,no
OR879238.1,Oprohinus consputus,Curculionidae,Polyphaga,18403,2024/06/09,no
OR879237.1,Oreorrhynchaeus alpicola,Curculionidae,Polyphaga,16932,2024/06/09,no
MZ823388.1,Orthotomicus erosus,Curculionidae,Polyphaga,16753,2022/02/05,no
NC_060712.1,Orthotomicus erosus,Curculionidae,Polyphaga,16753,2022/02/11,no
ON720305.1,Orthotomicus erosus,Curculionidae,Polyphaga,17451,2024/10/01,no
KX035213.1,Orthotomicus laricis,Curculionidae,Polyphaga,18887,2017/10/31,no
NC_036291.1,Orthotomicus laricis,Curculionidae,Polyphaga,18887,2017/11/16,no
PV110194.1,Ottistira dani,Curculionidae,Polyphaga,16164,2026/03/04,no
MF807224.1,Pachyrhinus yasumatsui,Curculionidae,Polyphaga,16472,2018/01/23,no
PV110192.1,Pachyrrhynchus forsteni,Curculionidae,Polyphaga,16839,2026/03/04,no
PV110193.1,Pantorhytes huonarius,Curculionidae,Polyphaga,17809,2026/03/04,no
KX087330.1,Pantoxystus rubricollis,Curculionidae,Polyphaga,17997,2017/10/13,no
PV091175.1,Parasphenogaster ottonis,Curculionidae,Polyphaga,17149,2026/03/04,no
OR952936.1,Parethelcus nesicola,Curculionidae,Polyphaga,17695,2024/06/09,no
OR879239.1,Paroxyonyx audisioi,Curculionidae,Polyphaga,17447,2024/06/09,no
OR952937.1,Pelenomus commari,Curculionidae,Polyphaga,18115,2024/06/09,no
PX645216.1,Philonis inermis,Curculionidae,Polyphaga,15120,2025/12/07,no
MW447510.1,Phloeosinus perlatus,Curculionidae,Polyphaga,17054,2021/02/15,no
NC_057470.1,Phloeosinus perlatus,Curculionidae,Polyphaga,17054,2021/09/09,no
PP203207.1,Phrydiuchus topiarius,Curculionidae,Polyphaga,17791,2024/06/09,no
PP203204.1,Phytobius leucogaster,Curculionidae,Polyphaga,16644,2024/06/09,no
PX230566.1,Piezonotus albolineatus,Curculionidae,Polyphaga,17113,2026/02/18,no
MW023069.1,Pimelocerus perforatus,Curculionidae,Polyphaga,15977,2020/11/03,no
NC_053826.1,Pimelocerus perforatus,Curculionidae,Polyphaga,15977,2021/03/26,no
NC_064331.1,Pissodes yunnanensis,Curculionidae,Polyphaga,19037,2022/06/23,no
OK135167.1,Pissodes yunnanensis,Curculionidae,Polyphaga,19037,2022/06/08,no
KX035211.1,Pityogenes bidentatus,Curculionidae,Polyphaga,18781,2017/10/31,no
NC_036289.1,Pityogenes bidentatus,Curculionidae,Polyphaga,18781,2017/11/16,no
KX035209.1,Pityophthorus pubescens,Curculionidae,Polyphaga,17316,2017/10/31,no
NC_036288.1,Pityophthorus pubescens,Curculionidae,Polyphaga,17316,2017/11/16,no
PV394241.1,Platypodinae sp.,Curculionidae,Polyphaga,15755,2026/03/17,no
MK105851.1,Platypus contaminatus,Curculionidae,Polyphaga,15712,2020/02/18,no
NC_045889.1,Platypus contaminatus,Curculionidae,Polyphaga,15712,2020/02/24,no
PX230568.1,Polycatus panayensis,Curculionidae,Polyphaga,18168,2026/02/18,no
PX230577.1,Polydius hispanus,Curculionidae,Polyphaga,16693,2026/02/18,no
NC_060713.1,Polygraphus poligraphus,Curculionidae,Polyphaga,17434,2022/02/11,no
OK110248.1,Polygraphus poligraphus,Curculionidae,Polyphaga,17434,2022/02/05,no
PX230586.1,Polyteles inka,Curculionidae,Polyphaga,16308,2026/02/18,no
PP203205.1,Poophagus sisymbrii,Curculionidae,Polyphaga,19500,2024/06/09,no
PP203206.1,Prisistus suturalba,Curculionidae,Polyphaga,19072,2024/06/09,no
PX230569.1,Prypnus sp.,Curculionidae,Polyphaga,16707,2026/02/18,no
PX230564.1,Pteros alatus,Curculionidae,Polyphaga,16415,2026/02/18,no
PV942685.1,Rhynchaenus maculosus,Curculionidae,Polyphaga,17517,2025/07/23,no
PX230567.1,Rhyncholobus andrewsi,Curculionidae,Polyphaga,16347,2026/02/18,no
KT428893.1,Rhynchophorus ferrugineus,Curculionidae,Polyphaga,15924,2015/11/14,yes
NC_083152.1,Rhynchophorus phoenicis,Curculionidae,Polyphaga,17161,2023/10/11,no
OR466183.1,Rhynchophorus phoenicis,Curculionidae,Polyphaga,17161,2023/09/26,no
PX230571.1,Rhyparophilus sp.,Curculionidae,Polyphaga,16958,2026/02/18,no
PP203210.1,Scleropteridius fallax,Curculionidae,Polyphaga,16757,2024/06/09,no
PP203211.1,Scleropterus offensus,Curculionidae,Polyphaga,17976,2024/06/09,no
PP203212.1,Scleropterus serratus,Curculionidae,Polyphaga,17435,2024/06/09,no
KX035164.1,Scolytinae sp. BMNH 1039855,Curculionidae,Polyphaga,16260,2017/10/31,no
KX035168.1,Scolytinae sp. BMNH 1039905,Curculionidae,Polyphaga,16123,2017/10/31,no
KX035170.1,Scolytinae sp. BMNH 1039965,Curculionidae,Polyphaga,16943,2017/10/31,no
KX035171.1,Scolytinae sp. BMNH 1039990,Curculionidae,Polyphaga,16640,2017/10/31,no
KX035172.1,Scolytinae sp. BMNH 1039994,Curculionidae,Polyphaga,17325,2017/10/31,no
KX035174.1,Scolytinae sp. BMNH 1040002,Curculionidae,Polyphaga,16617,2017/10/31,no
KX035181.1,Scolytinae sp. BMNH 1040075,Curculionidae,Polyphaga,16101,2017/10/31,no
KX035183.1,Scolytinae sp. BMNH 1040118,Curculionidae,Polyphaga,16657,2017/10/31,no
KX035185.1,Scolytinae sp. BMNH 1040174,Curculionidae,Polyphaga,16398,2017/10/31,no
KX035187.1,Scolytinae sp. BMNH 1040265,Curculionidae,Polyphaga,19424,2017/10/31,no
KX035189.1,Scolytinae sp. BMNH 1040327,Curculionidae,Polyphaga,18560,2017/10/31,no
KX035190.1,Scolytinae sp. BMNH 1040331,Curculionidae,Polyphaga,20409,2017/10/31,no
KX035192.1,Scolytinae sp. BMNH 1040341,Curculionidae,Polyphaga,16888,2017/10/31,no
KX035193.1,Scolytinae sp. BMNH 1040351,Curculionidae,Polyphaga,17062,2017/10/31,no
KX035197.1,Scolytinae sp. BMNH 1043104,Curculionidae,Polyphaga,15647,2017/10/31,no
KX035199.1,Scolytinae sp. BMNH 1043133,Curculionidae,Polyphaga,20619,2017/10/31,no
KT696206.1,Scolytinae sp. BMNH 1274287,Curculionidae,Polyphaga,17064,2016/02/29,no
KT696207.1,Scolytinae sp. BMNH 1274288,Curculionidae,Polyphaga,14013,2016/02/29,no
KT696252.1,Scolytinae sp. BMNH 1274712,Curculionidae,Polyphaga,17112,2016/02/29,no
NC_071755.1,Scolytoplatypus raja,Curculionidae,Polyphaga,15324,2023/03/09,no
OP719285.1,Scolytoplatypus raja,Curculionidae,Polyphaga,15324,2023/01/30,no
NC_071754.1,Scolytoplatypus sinensis,Curculionidae,Polyphaga,15394,2023/03/09,no
OP719284.1,Scolytoplatypus sinensis,Curculionidae,Polyphaga,15394,2023/01/30,no
NC_071753.1,Scolytoplatypus skyliuae,Curculionidae,Polyphaga,15166,2023/03/09,no
OP719283.1,Scolytoplatypus skyliuae,Curculionidae,Polyphaga,15166,2023/01/30,no
NC_071752.1,Scolytoplatypus wugongshanensis,Curculionidae,Polyphaga,15267,2023/03/09,no
OP712675.1,Scolytoplatypus wugongshanensis,Curculionidae,Polyphaga,15267,2023/01/30,no
MK636870.1,Scolytus schevyrewi,Curculionidae,Polyphaga,15891,2020/03/02,no
NC_046589.1,Scolytus schevyrewi,Curculionidae,Polyphaga,15891,2020/03/26,no
MK636869.1,Scolytus seulensis,Curculionidae,Polyphaga,16396,2020/03/02,no
NC_046588.1,Scolytus seulensis,Curculionidae,Polyphaga,16396,2020/03/26,no
PP203208.1,Sinauleutes bigibbosus,Curculionidae,Polyphaga,18374,2024/06/09,no
MT809476.1,Sipalinus gigas,Curculionidae,Polyphaga,17120,2020/09/17,no
NC_053351.1,Sipalinus gigas,Curculionidae,Polyphaga,17120,2021/03/09,no
PP203209.1,Sirocalodes depressicollis,Curculionidae,Polyphaga,17133,2024/06/09,no
MH814932.1,Sitona obsoletus,Curculionidae,Polyphaga,17003,2019/02/25,no
NC_041237.1,Sitona obsoletus,Curculionidae,Polyphaga,17003,2019/03/26,no
KX373615.1,Sitophilus oryzae,Curculionidae,Polyphaga,17602,2016/07/30,yes
NC_030765.1,Sitophilus oryzae,Curculionidae,Polyphaga,17602,2016/08/16,yes
KU757289.1,Sitophilus zeamais,Curculionidae,Polyphaga,18517,2018/01/30,yes
KX373614.1,Sitophilus zeamais,Curculionidae,Polyphaga,18105,2016/07/30,yes
MN905575.1,Sitophilus zeamais,Curculionidae,Polyphaga,18421,2020/04/21,yes
MT294139.1,Sitophilus zeamais,Curculionidae,Polyphaga,18531,2020/06/03,yes
NC_030764.1,Sitophilus zeamais,Curculionidae,Polyphaga,18105,2016/08/16,yes
PV091176.1,Sphenomorpha wallacei,Curculionidae,Polyphaga,17424,2026/03/04,no
GU176342.1,Sphenophorus sp. BYU-CO246,Curculionidae,Polyphaga,15052,2010/07/12,no
NC_018351.1,Sphenophorus sp. BYU-CO246,Curculionidae,Polyphaga,15052,2012/08/10,no
MW836140.1,Sternochetus gravis,Curculionidae,Polyphaga,15720,2022/10/30,no
NC_068212.1,Sternochetus gravis,Curculionidae,Polyphaga,15720,2022/11/12,no
MW836141.1,Sternochetus mangiferae,Curculionidae,Polyphaga,17354,2022/10/30,yes
NC_068213.1,Sternochetus mangiferae,Curculionidae,Polyphaga,17354,2022/11/12,yes
MW836142.1,Sternochetus olivieri,Curculionidae,Polyphaga,15691,2022/10/30,no
NC_068214.1,Sternochetus olivieri,Curculionidae,Polyphaga,15691,2022/11/12,no
MF383367.1,Sympiezomias velatus,Curculionidae,Polyphaga,15592,2017/10/21,no
PP209351.1,Tapinotus sellatus,Curculionidae,Polyphaga,17086,2024/06/09,no
PP209350.1,Thamiocolus niveus,Curculionidae,Polyphaga,17902,2024/06/09,no
NC_079637.1,Tomicus minor,Curculionidae,Polyphaga,17956,2023/06/15,no
OP644291.1,Tomicus minor,Curculionidae,Polyphaga,17956,2023/04/27,no
NC_079678.1,Tomicus yunnanensis,Curculionidae,Polyphaga,16088,2023/06/15,yes
OP651190.1,Tomicus yunnanensis,Curculionidae,Polyphaga,16088,2023/04/28,yes
PV395588.1,Tomicus yunnanensis,Curculionidae,Polyphaga,18747,2025/04/08,yes
MT653606.1,Trigonopterus ancora,Curculionidae,Polyphaga,16893,2020/09/23,no
MT653608.1,Trigonopterus carinirostris,Curculionidae,Polyphaga,21007,2020/09/23,no
NC_050891.1,Trigonopterus carinirostris,Curculionidae,Polyphaga,21007,2020/10/27,no
MT653610.1,Trigonopterus daun,Curculionidae,Polyphaga,18825,2020/09/23,no
MT653603.1,Trigonopterus jasminae,Curculionidae,Polyphaga,17417,2020/09/23,no
NC_050888.1,Trigonopterus jasminae,Curculionidae,Polyphaga,17417,2020/10/27,no
MT653609.1,Trigonopterus kotamobagensis,Curculionidae,Polyphaga,18038,2020/09/23,no
NC_050892.1,Trigonopterus kotamobagensis,Curculionidae,Polyphaga,18038,2020/10/27,no
MT653611.1,Trigonopterus porg,Curculionidae,Polyphaga,15346,2020/09/23,no
NC_050893.1,Trigonopterus porg,Curculionidae,Polyphaga,15346,2020/10/27,no
MT653604.1,Trigonopterus puspoi,Curculionidae,Polyphaga,18442,2020/09/23,no
MT653600.1,Trigonopterus selaruensis,Curculionidae,Polyphaga,15529,2020/09/23,no
NC_050886.1,Trigonopterus selaruensis,Curculionidae,Polyphaga,15529,2020/10/27,no
MT653607.1,Trigonopterus singkawangensis,Curculionidae,Polyphaga,16742,2020/09/23,no
NC_050890.1,Trigonopterus singkawangensis,Curculionidae,Polyphaga,16742,2020/10/27,no
MT653601.1,Trigonopterus tanimbarensis,Curculionidae,Polyphaga,16993,2020/09/23,no
NC_050887.1,Trigonopterus tanimbarensis,Curculionidae,Polyphaga,16993,2020/10/27,no
MT653602.1,Trigonopterus tounensis,Curculionidae,Polyphaga,16501,2020/09/23,no
MT653605.1,Trigonopterus triradiatus,Curculionidae,Polyphaga,16795,2020/09/23,no
NC_050889.1,Trigonopterus triradiatus,Curculionidae,Polyphaga,16795,2020/10/27,no
KX035205.1,Trypodendron domesticum,Curculionidae,Polyphaga,16986,2017/10/31,no
NC_036286.1,Trypodendron domesticum,Curculionidae,Polyphaga,16986,2017/11/16,no
KX035214.1,Trypodendron signatum,Curculionidae,Polyphaga,16909,2017/10/31,no
NC_036292.1,Trypodendron signatum,Curculionidae,Polyphaga,16909,2017/11/16,no
KX035204.1,Trypophloeus asperatus,Curculionidae,Polyphaga,17039,2017/10/31,no
NC_036285.1,Trypophloeus asperatus,Curculionidae,Polyphaga,17039,2017/11/16,no
PP209352.1,Wagnerinus harmandi,Curculionidae,Polyphaga,19950,2024/06/09,no
PP209353.1,Xenysmoderes consularis,Curculionidae,Polyphaga,16790,2024/06/09,no
KX035179.1,Xyleborus sp. BMNH 1040067,Curculionidae,Polyphaga,16450,2017/10/31,no
KX035196.1,Xylosandrus crassiusculus,Curculionidae,Polyphaga,16875,2017/10/31,no
NC_036284.1,Xylosandrus crassiusculus,Curculionidae,Polyphaga,16875,2017/11/16,no
KX035202.1,Xylosandrus germanus,Curculionidae,Polyphaga,16099,2017/10/31,no
NC_036280.1,Xylosandrus germanus,Curculionidae,Polyphaga,16099,2017/11/16,no
KX035191.1,Xylosandrus morigerus,Curculionidae,Polyphaga,16246,2017/10/31,no
