accession,organism,taxid,family,suborder,assembly_level,contig_N50,scaffold_N50,total_length_mb,submission_date,submitter,in_scarab_catalog,tob_score,tob_recommendation
GCA_964197645.1,Abax parallelepipedus,102642,Carabidae,Adephaga,Chromosome,3250000,35806512,597.01,2024-07-03,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_047651835.1,Sambus kanssuensis,3045898,Buprestidae,Polyphaga,Chromosome,3192945,34038044,312.03,2025-02-11,China West Normal University,yes,A,include
GCA_978018155.1,Crudosilis ruficollis,879036,Cantharidae,Polyphaga,Chromosome,3161911,101876541,1193.67,2026-02-05,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964204745.1,Bruchidius varius,256828,Chrysomelidae,Polyphaga,Chromosome,3151950,128549679,1210.05,2024-07-28,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_944039245.1,Nebria salina,878211,Carabidae,Adephaga,Chromosome,3131785,11282846,256.74,2022-06-30,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_978021435.1,Platydracus latebricola,1553674,Staphylinidae,Polyphaga,Chromosome,3085000,96449528,1396.26,2026-02-25,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963457615.1,Nicrophorus investigator,414950,Silphidae,Polyphaga,Chromosome,3077846,28407949,202.29,2023-09-21,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_036250285.1,Pyrocoelia pectoralis,417401,Lampyridae,Polyphaga,Chromosome,3077264,52870853,532.08,2024-01-31,Huazhong Agricultural University,yes,A,include
GCA_964211925.1,Kyklioacalles roboris,501664,Curculionidae,Polyphaga,Chromosome,2967359,30383510,698.95,2024-08-03,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965644575.1,Leistus fulvibarbis,346789,Carabidae,Adephaga,Chromosome,2898318,6924332,261.73,2025-07-28,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964028335.1,Altica lythri,346691,Chrysomelidae,Polyphaga,Chromosome,2893756,77927963,1003.53,2024-04-20,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963680705.1,Rhagium mordax,295679,Cerambycidae,Polyphaga,Chromosome,2857000,80109270,775.65,2023-12-10,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_947563755.1,Lochmaea crataegi,1143063,Chrysomelidae,Polyphaga,Chromosome,2848502,53024378,891.3,2022-12-18,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964197785.1,Chrysolina graminis,111401,Chrysomelidae,Polyphaga,Chromosome,2842487,131681018,1467.21,2024-07-06,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_947425015.1,Pterostichus niger,106386,Carabidae,Adephaga,Chromosome,2834613,36870366,674.1,2022-12-15,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965649385.1,Nalassus laevioctostriatus,878205,Tenebrionidae,Polyphaga,Chromosome,2823984,51132463,534.59,2025-07-30,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_978021445.1,Agonum viduum,795042,Carabidae,Adephaga,Chromosome,2822791,31947219,583.19,2026-02-25,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963576655.1,Gastrophysa polygoni,878018,Chrysomelidae,Polyphaga,Chromosome,2815411,30539640,369.77,2023-11-04,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964211865.1,Aphodius fimetarius,207148,Scarabaeidae,Polyphaga,Chromosome,2803677,78759060,1343.4,2024-08-01,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_958336395.1,Ctenicera cuprea,1132042,Elateridae,Polyphaga,Chromosome,2792496,60302015,647.69,2023-07-15,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_981560045.1,Amara convexiuscula,1553052,Carabidae,Adephaga,Chromosome,2760791,46084974,742.51,2026-03-03,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_975146085.1,Diplocoelus fagi,433040,Biphyllidae,Polyphaga,Chromosome,2757361,53417606,1695.94,2025-11-22,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_055878605.1,Rhyzopertha dominica,92692,Bostrichidae,Polyphaga,Chromosome,2697104,56704619,497.29,2026-03-14,Academy of National Food and Strategic Rserves Administration,yes,A,include
GCA_918026865.1,Phyllotreta striolata,444603,Chrysomelidae,Polyphaga,Chromosome,2676005,8716334,132.26,2022-10-03,ROTHAMSTED RESEARCH,yes,A,include
GCA_965643755.1,Anobium punctatum,877859,Ptinidae,Polyphaga,Chromosome,2667738,36402331,349.97,2025-07-19,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_958510875.1,Endomychus coccineus,295833,Endomychidae,Polyphaga,Chromosome,2494558,202803143,906.44,2023-07-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_944738965.1,Nebria brevicollis,110024,Carabidae,Adephaga,Chromosome,2458479,13798286,241.93,2022-07-14,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_949748235.1,Platypus cylindrus,298138,Curculionidae,Polyphaga,Chromosome,2446278,15234454,147.48,2023-05-13,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_977014165.1,Adelopsella bosnica,3073150,Leiodidae,Polyphaga,Chromosome,2441452,50488338,860.51,2025-11-24,University of Florence,yes,A,include
GCA_965648435.1,Curculio glandium,197013,Curculionidae,Polyphaga,Chromosome,2415291,99310684,1121.36,2025-07-28,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964656385.1,Colydium elongatum,295817,Zopheridae,Polyphaga,Chromosome,2413158,52950275,450.17,2025-01-05,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_971796245.1,Sphaeroderma testaceum,428710,Chrysomelidae,Polyphaga,Chromosome,2407971,58484549,1521.32,2025-11-22,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_052815825.1,Dorysthenes granulosus,690275,Cerambycidae,Polyphaga,Chromosome,2297689,81492938,1008.06,2025-09-24,Xinyang Normal University,yes,A,include
GCA_980253055.1,Podagrica fuscicornis,1425595,Chrysomelidae,Polyphaga,Chromosome,2265000,110818420,1948.99,2026-03-11,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963971575.1,Liopterus haemorrhoidalis,107794,Dytiscidae,Adephaga,Chromosome,2239306,65667942,1020.13,2024-03-07,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965283465.1,Pterostichus vernalis,878440,Carabidae,Adephaga,Chromosome,2239000,16293436,972.3,2025-05-18,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_958298965.1,Chrysolina haemoptera,75519,Chrysomelidae,Polyphaga,Chromosome,2238999,35485444,718.32,2023-07-07,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_944588485.1,Phosphuga atrata,414934,Silphidae,Polyphaga,Chromosome,2238738,74247030,1200.0,2022-07-14,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963930825.1,Silvanus unidentatus,295940,Silvanidae,Polyphaga,Chromosome,2207987,23657960,187.17,2024-01-31,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963695495.2,Hololepta plana,290657,Histeridae,Polyphaga,Chromosome,2199103,14286131,139.52,2025-11-24,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_949788335.1,Salpingus planirostris,577144,Salpingidae,Polyphaga,Chromosome,2186765,8840065,127.54,2023-05-14,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965642435.1,Cantharis decipiens,877885,Cantharidae,Polyphaga,Chromosome,2185536,34757274,355.25,2025-07-19,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965121785.1,Chrysomela saliceti,1587176,Chrysomelidae,Polyphaga,Chromosome,2151317,45385673,738.65,2025-02-11,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_979016925.1,Phaedon cochleariae,80249,Chrysomelidae,Polyphaga,Chromosome,2113065,60504008,936.68,2026-02-27,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963924605.1,Malthinus seriepunctatus,1588223,Cantharidae,Polyphaga,Chromosome,2081540,55191692,338.83,2024-01-30,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965643555.1,Rhizotrogus aestivus,1971888,Scarabaeidae,Polyphaga,Chromosome,2065809,199413833,2078.29,2025-07-19,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964023965.1,Melinopterus prodromus,1971315,Scarabaeidae,Polyphaga,Chromosome,1982000,66599450,645.64,2024-04-12,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_977930235.1,Cis bilamellatus,577748,Ciidae,Polyphaga,Chromosome,1966089,26646925,249.07,2026-02-05,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_977065965.1,Monotoma picipes,878149,Monotomidae,Polyphaga,Chromosome,1957789,11246844,183.11,2025-11-28,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965642255.1,Mycetophagus piceus,1501876,Mycetophagidae,Polyphaga,Chromosome,1957516,16108877,169.63,2025-07-19,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_966183525.1,Betulapion simile,382944,Apionidae,Polyphaga,Chromosome,1938912,97768225,1089.75,2025-08-24,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963576515.1,Cryptocephalus primarius,1587206,Chrysomelidae,Polyphaga,Chromosome,1867949,15602051,371.01,2023-11-04,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964263285.1,Malthodes minimus,878135,Cantharidae,Polyphaga,Chromosome,1842732,89909434,583.62,2024-09-15,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965112505.1,Prionychus ater,347445,Tenebrionidae,Polyphaga,Chromosome,1817819,31509337,385.24,2025-01-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_963971165.1,Philopedon plagiatum,202117,Curculionidae,Polyphaga,Chromosome,1795000,132169332,1080.35,2024-03-06,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965642125.1,Catops nigricans,346753,Leiodidae,Polyphaga,Chromosome,1705193,18718905,209.72,2025-07-19,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965644545.1,Lesteva pubescens,346794,Staphylinidae,Polyphaga,Chromosome,1633415,103271849,984.75,2025-07-28,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_918026665.1,Diabrotica balteata,107213,Chrysomelidae,Polyphaga,Chromosome,1459540,161557722,1607.26,2022-10-03,ROTHAMSTED RESEARCH,yes,A,include
GCA_958336345.1,Dorcus parallelipipedus,41107,Lucanidae,Polyphaga,Chromosome,1432485,48965044,470.9,2023-07-15,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_046866795.1,Librodor japonicus,433237,Nitidulidae,Polyphaga,Chromosome,1375000,77843278,816.92,2025-01-28,Guangxi University,yes,A,include
GCA_964258785.1,Longitarsus flavicornis,878065,Chrysomelidae,Polyphaga,Chromosome,1366323,68774571,1128.27,2024-09-03,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_951812935.1,Hermaeophaga mercurialis,347362,Chrysomelidae,Polyphaga,Chromosome,1363883,47101683,479.41,2023-07-15,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_051225655.1,Nadezhdiella cantori,1261038,Cerambycidae,Polyphaga,Chromosome,1325372,87904585,737.74,2025-07-07,Xinyang Normal University,yes,A,include
GCA_927349885.1,Psylliodes chrysocephalus,3402493,Chrysomelidae,Polyphaga,Chromosome,1287164,86653508,1181.81,2022-07-03,ROTHAMSTED RESEARCH,yes,A,include
GCA_965643785.1,Microrhagus pygmaeus,445480,Eucnemidae,Polyphaga,Chromosome,1272189,28484166,320.83,2025-07-19,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_979300175.1,Chrysolina herbacea,75521,Chrysomelidae,Polyphaga,Chromosome,1254064,117810277,1277.25,2026-02-27,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_047936755.1,Sitophilus zeamais,7047,Curculionidae,Polyphaga,Chromosome,1251010,61034850,693.21,2025-02-24,Henan University of Technology,yes,A,include
GCA_958502075.1,Orchestes rusci,878341,Curculionidae,Polyphaga,Chromosome,1248716,81830918,624.05,2023-07-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_951812265.1,Taphrorychus bicolor,105251,Curculionidae,Polyphaga,Chromosome,1227000,48296002,575.24,2023-07-16,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_979853965.1,Bathyscidius tristiculus,3073148,Leiodidae,Polyphaga,Chromosome,1117445,34462195,488.14,2026-02-27,University of Florence,yes,A,include
GCA_965642295.1,Chrysomela populi,154003,Chrysomelidae,Polyphaga,Chromosome,1112475,35876596,546.99,2025-07-19,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_973896625.1,Drilus flavescens,295522,Elateridae,Polyphaga,Chromosome,1096200,95407609,1008.87,2025-11-22,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965240315.1,Lathrobium brunnipes,346787,Staphylinidae,Polyphaga,Chromosome,1077214,42629934,465.52,2025-04-14,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965783885.1,Tachyporus hypnorum,346861,Staphylinidae,Polyphaga,Chromosome,1061911,19014134,531.39,2025-08-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_977071005.1,Acupalpus dubius,346686,Carabidae,Adephaga,Chromosome,1035434,35587265,656.08,2025-11-30,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_965663565.1,Anthobium unicolor,347271,Staphylinidae,Polyphaga,Chromosome,1023587,27205651,359.2,2025-08-23,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_034190945.1,Octodonta nipae,1432747,Chrysomelidae,Polyphaga,Chromosome,1021275,148600573,1303.76,2023-12-07,China Jiliang University,yes,A,include
GCA_040182625.1,Callosobruchus maculatus,64391,Chrysomelidae,Polyphaga,Chromosome,1020411,117707481,1222.63,2024-06-14,Institute of Zoology Chinese Academy of Sciences,yes,A,include
GCA_965645225.1,Crepidodera aurata,200911,Chrysomelidae,Polyphaga,Chromosome,1019463,61645881,840.29,2025-07-28,WELLCOME SANGER INSTITUTE,yes,A,include
GCA_964656865.1,Grypus equiseti,1553333,Erirhinidae,Polyphaga,Chromosome,968598,84483945,779.29,2025-01-05,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_978045665.1,Anthroherpon ganglbaueri,1849190,Leiodidae,Polyphaga,Chromosome,954296,21074117,245.27,2026-02-26,University of Florence,yes,B,include
GCA_947652605.1,Elmis aenea,186982,Elmidae,Polyphaga,Chromosome,911544,60347194,516.52,2022-12-22,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_979475445.1,Radziella styx,3237728,Leiodidae,Polyphaga,Chromosome,844232,31164774,340.01,2026-02-27,University of Florence,yes,B,include
GCA_978019935.1,Taeniapion urticarium,202217,Apionidae,Polyphaga,Chromosome,819000,82144690,827.07,2026-02-25,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_013421045.1,Propylea japonica,158624,Coccinellidae,Polyphaga,Chromosome,813984,100336366,851.23,2020-07-23,Institute of Cotton Research of Chinese academy of agricultural sciences,yes,B,include
GCA_965282865.1,Metoecus paradoxus,433052,Ripiphoridae,Polyphaga,Chromosome,698376,14268511,100.39,2025-05-18,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_964243895.1,Anaspis frontalis,433021,Scraptiidae,Polyphaga,Chromosome,663525,99753807,808.57,2024-09-01,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_963969525.1,Ontholestes murinus,875675,Staphylinidae,Polyphaga,Chromosome,662260,74692260,1023.33,2024-03-06,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_977014565.1,Gonodera luperus,700380,Tenebrionidae,Polyphaga,Chromosome,656533,53773301,327.53,2025-11-23,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_963556235.1,Cryptophagus acutangulus,1553241,Cryptophagidae,Polyphaga,Chromosome,622935,9223670,177.34,2023-10-13,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_038502775.1,Hippodamia convergens,64696,Coccinellidae,Polyphaga,Chromosome,621899,89672818,619.23,2024-04-29,San Diego State University,yes,B,include
GCA_976289695.1,Pterostichus diligens,360359,Carabidae,Adephaga,Chromosome,587496,36590417,572.08,2025-11-22,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_965663585.1,Cryptocephalus pusillus,877924,Chrysomelidae,Polyphaga,Chromosome,580918,20342572,312.97,2025-08-23,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_054859625.1,Luciola italica,344611,Lampyridae,Polyphaga,Chromosome,517804,126850412,1210.02,2026-01-30,Ludwig Maximilians Universitaet Muenchen,yes,B,include
GCA_965653155.1,Chaetocnema hortensis,346761,Chrysomelidae,Polyphaga,Chromosome,497099,40798368,384.64,2025-08-01,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_975739945.1,Lesteva punctata,290674,Staphylinidae,Polyphaga,Chromosome,443094,133440658,1256.76,2025-11-25,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_965644065.1,Drusilla canaliculata,135868,Staphylinidae,Polyphaga,Chromosome,398913,31642575,342.08,2025-07-28,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_023690525.1,Holotrichia oblita,644536,Scarabaeidae,Polyphaga,Chromosome,369487,159026469,1415.11,2022-06-08,Shandong Academy of Agricultural Sciences,yes,B,include
GCA_978046105.1,Paederus riparius,878345,Staphylinidae,Polyphaga,Chromosome,358822,68032290,1201.43,2026-03-01,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_965642045.1,Magdalis cerasi,1143066,Curculionidae,Polyphaga,Chromosome,321191,77827345,1665.12,2025-07-19,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_977790985.1,Carabus nemoralis,49290,Carabidae,Adephaga,Chromosome,308120,13108008,237.47,2026-02-04,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_965601595.1,Pseudocistela ceramboides,295998,Tenebrionidae,Polyphaga,Chromosome,307262,24545939,356.61,2025-07-07,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_965663545.1,Magdalis barbicornis,878129,Curculionidae,Polyphaga,Chromosome,305565,66004839,1457.5,2025-08-23,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_019049505.1,Pachyrhynchus sulphureomaculatus,2840399,Curculionidae,Polyphaga,Chromosome,299666,215921627,2051.39,2021-06-29,California Academy of Sciences,yes,B,include
GCA_978045125.1,Xantholinus longiventris,346870,Staphylinidae,Polyphaga,Chromosome,287807,34534338,474.09,2026-03-01,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_051251045.1,Aulacophora lewisii,226735,Chrysomelidae,Polyphaga,Chromosome,266548,55131139,1642.79,2025-07-08,Xinyang Normal University,yes,B,include
GCA_979606585.1,Coelostoma orbiculare,290652,Hydrophilidae,Polyphaga,Chromosome,247587,53784477,751.01,2026-02-27,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_054825155.1,Tomicus yunnanensis,768153,Curculionidae,Polyphaga,Chromosome,228779,21590098,378.22,2026-01-29,China Agricultural University,yes,B,include
GCA_958510825.1,Brachypterus glaber,442081,Kateretidae,Polyphaga,Chromosome,212382,55111238,648.3,2023-07-23,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_966185095.1,Rhyzobius forestieri,2849648,Coccinellidae,Polyphaga,Chromosome,158616,96482978,753.47,2025-08-23,WELLCOME SANGER INSTITUTE,yes,B,include
GCA_002278615.1,Pogonus chalceus,235516,Carabidae,Adephaga,Chromosome,5623,66402,280.88,2017-09-15,Cambridge University,yes,B,include
GCA_036711955.1,Digitonthophagus gazella,206854,Scarabaeidae,Polyphaga,Scaffold,33022298,33022298,340.79,2024-02-20,Indiana University,yes,C,include
GCA_042919845.1,Popillia japonica,7064,Scarabaeidae,Polyphaga,Scaffold,27100407,69799175,565.11,2024-10-15,"University of California, Santa Cruz",yes,C,include
GCA_052550795.1,Donacia provostii,225698,Chrysomelidae,Polyphaga,Scaffold,26426422,28576334,1760.45,2025-09-11,Yangzhou University,yes,C,include
GCA_054832365.1,Phanaeus vindex,506474,Scarabaeidae,Polyphaga,Scaffold,21796443,21796443,409.25,2026-01-29,University of Tennessee,yes,C,include
GCA_044115295.2,Agriotes ferrugineipennis,2083513,Elateridae,Polyphaga,Scaffold,20637005,122731983,1230.6,2025-07-24,Canada's national platform for genome sequencing and analysis,yes,C,include
GCA_030347505.2,Rhynchophorus ferrugineus,354439,Curculionidae,Polyphaga,Scaffold,20155528,43002243,777.69,2025-08-08,UAE University,yes,C,include
GCA_036711965.1,Onthophagus sagittarius,476082,Scarabaeidae,Polyphaga,Scaffold,17017457,67799835,553.2,2024-02-20,Indiana University,yes,C,include
GCA_035578165.1,Stenolophus ochropezus,536894,Carabidae,Adephaga,Scaffold,16540314,26348653,826.48,2024-01-11,University of Illinois at Urbana-Champaign,yes,C,include
GCA_044115325.2,Agriotes sputator,346689,Elateridae,Polyphaga,Scaffold,16345600,1243888664,1922.9,2025-08-28,Canada's national platform for genome sequencing and analysis,yes,C,include
GCA_041228495.2,Agriotes mancus,1132040,Elateridae,Polyphaga,Scaffold,15085314,187609735,2455.03,2024-12-23,Canada's national platform for genome sequencing and analysis,yes,C,include
GCA_041296355.1,Hypothenemus hampei,57062,Curculionidae,Polyphaga,Scaffold,13972184,13972216,172.63,2024-08-15,University of Muenster,yes,C,include
GCA_029619315.2,Dynastes maya,1767016,Scarabaeidae,Polyphaga,Scaffold,13030375,59779349,719.21,2024-01-04,Academia Sinica,yes,C,include
GCA_029207805.1,Tribolium confusum,7071,Tenebrionidae,Polyphaga,Scaffold,11537194,29665350,437.21,2023-03-14,United States Department of Agriculture,yes,C,include
GCA_020654165.1,Oryctes rhinoceros,72550,Scarabaeidae,Polyphaga,Scaffold,10534518,10697081,377.36,2021-10-27,The University of Queensland,yes,C,include
GCA_013387265.2,Cryptolaemus montrouzieri,559131,Coccinellidae,Polyphaga,Scaffold,10332729,101224041,988.02,2024-04-12,Sun Yat-sen University,yes,C,include
GCA_029955515.1,Chrysomela aeneicollis,153825,Chrysomelidae,Polyphaga,Scaffold,6613287,20156593,570.36,2023-05-08,UCLA,yes,C,include
GCA_054832385.1,Canthon chalcites,3456053,Scarabaeidae,Polyphaga,Scaffold,2253537,2284547,555.82,2026-01-29,University of Tennessee,yes,C,include
GCA_043773905.1,Dicheirus dilatatus,2890184,Carabidae,Adephaga,Scaffold,2101690,13591923,698.5,2024-10-24,UCLA,yes,C,include
GCA_041228525.2,Larinus minutus,1342029,Curculionidae,Polyphaga,Scaffold,2091210,58633535,1419.17,2025-02-11,Canada's national platform for genome sequencing and analysis,yes,C,include
GCA_050437245.1,Lucanus miwai,618043,Lucanidae,Polyphaga,Scaffold,2023276,47663170,474.98,2025-05-19,Academia Sinica,yes,C,include
GCA_044734075.1,Calosoma tepidum,3345128,Carabidae,Adephaga,Scaffold,1994820,6606476,256.96,2024-11-08,Geneva Natural History Museum,yes,C,include
GCA_051939025.1,Dynastes hercules,1767012,Scarabaeidae,Polyphaga,Scaffold,1761913,66686056,837.13,2025-08-12,Academia Sinica,yes,C,include
GCA_040955315.2,Agriotes obscurus,350085,Elateridae,Polyphaga,Scaffold,1433701,19135796,2492.93,2025-02-27,Canada's national platform for genome sequencing and analysis,yes,C,include
GCA_025399875.3,Dalotia coriaria,877792,Staphylinidae,Polyphaga,Scaffold,1365799,8658950,193.88,2024-04-26,IRIDIAN GENOMES,yes,C,include
GCA_051989325.1,Lethrus apterus,1612427,Geotrupidae,Polyphaga,Scaffold,1250744,1378308,293.02,2025-08-13,University of Debrecen,yes,C,include
GCA_013368085.1,Abscondita terminalis,2069292,Lampyridae,Polyphaga,Scaffold,1220005,1220005,499.65,2020-06-23,Northwestern Polytechnical University,yes,C,include
GCA_002938485.2,Sitophilus oryzae,7048,Curculionidae,Polyphaga,Scaffold,1039787,2860826,770.57,2019-09-09,BF2I,yes,C,include
GCA_051313465.2,Labidomera clivicollis,131652,Chrysomelidae,Polyphaga,Scaffold,991131,45069713,979.02,2026-01-27,Canada's national platform for genome sequencing and analysis,yes,C,include
GCA_024550625.1,Dendroctonus valens,77173,Curculionidae,Polyphaga,Scaffold,985469,1658008,322.41,2022-08-05,Insititute of Zoology,yes,C,include
GCA_029618875.2,Dynastes tityus,1248199,Scarabaeidae,Polyphaga,Scaffold,974450,58841846,708.72,2024-01-04,Academia Sinica,yes,C,include
GCA_963669975.1,Acanthoscelides obtectus,200917,Chrysomelidae,Polyphaga,Scaffold,772864,108704056,1105.07,2023-12-08,Evolutionary Biology Centre,yes,C,include
GCA_051939005.1,Dynastes hercules,1767008,Scarabaeidae,Polyphaga,Scaffold,751886,78984168,770.98,2025-08-12,Academia Sinica,yes,C,include
GCA_050947525.1,Lampyris noctiluca,41311,Lampyridae,Polyphaga,Scaffold,620402,655439,652.5,2025-06-17,Ludwig Maximilians University,yes,C,include
GCA_044734065.1,Calosoma wilkesii,3345127,Carabidae,Adephaga,Scaffold,523703,13106759,220.97,2024-11-08,Geneva Natural History Museum,yes,C,include
GCA_032362365.1,Zygogramma bicolorata,937811,Chrysomelidae,Polyphaga,Scaffold,448050,675871,935.93,2023-10-04,CSIR - Centre for Cellular and Molecular Biology,yes,C,include
GCA_051938985.1,Dynastes hercules,1767011,Scarabaeidae,Polyphaga,Scaffold,402584,74811385,689.65,2025-08-12,Academia Sinica,yes,C,include
GCA_046128435.1,Trigonoscuta pilosa,2919430,Curculionidae,Polyphaga,Scaffold,354045,147232456,2263.67,2024-12-17,"University of California, Santa Cruz",yes,C,include
GCA_050242925.2,Anthonomus rubi,201759,Curculionidae,Polyphaga,Scaffold,346941,9984931,385.7,2025-07-18,Canada's national platform for genome sequencing and analysis,yes,C,include
GCA_052696345.1,Lethrus scoparius,2609328,Geotrupidae,Polyphaga,Scaffold,301243,301243,266.04,2025-09-18,University of Debrecen,yes,C,include
GCA_051938965.1,Dynastes hercules,1767013,Scarabaeidae,Polyphaga,Scaffold,281500,72960292,680.27,2025-08-12,Academia Sinica,yes,C,include
GCA_027724725.1,Zophobas morio,2755281,Tenebrionidae,Polyphaga,Scaffold,228171,48007226,461.99,2023-01-12,Open Plastic,yes,C,include
GCA_029619325.2,Dynastes grantii,60843,Scarabaeidae,Polyphaga,Scaffold,216440,57874787,678.74,2024-01-04,Academia Sinica,yes,C,include
GCA_044115395.2,Agriotes pubescens,1845008,Elateridae,Polyphaga,Scaffold,206332,436499,2132.23,2025-07-15,Canada's national platform for genome sequencing and analysis,yes,C,include
GCA_018344505.1,Nebria ingens,2783810,Carabidae,Adephaga,Scaffold,196262,301532,147.4,2021-05-12,University of Wisconsin-Madison,yes,C,include
GCA_050785175.1,Carabus blaptoides,49296,Carabidae,Adephaga,Scaffold,163054,2655912,187.95,2025-06-05,"Department of Biology, Faculty of Science, Toho University",yes,C,include
GCA_902654985.2,Oryctes borbonicus,1629725,Scarabaeidae,Polyphaga,Scaffold,150028,8361481,428.25,2021-03-16,MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY,yes,C,include
GCA_049176215.1,Xyleborus bispinatus,995685,Curculionidae,Polyphaga,Scaffold,139662,6615795,161.71,2025-03-30,Iridian Genomes,yes,C,include
GCA_014170235.1,Listronotus bonariensis,292309,Curculionidae,Polyphaga,Scaffold,120328,122258,1112.44,2020-08-12,University of Otago,yes,C,include
GCA_047371185.1,Neoclytus acuminatus,376231,Cerambycidae,Polyphaga,Contig,52593577,52593577,508.41,2025-02-05,University of Memphis,yes,D,conditional
GCA_050941775.1,Batocera rufomaculata,1840708,Cerambycidae,Polyphaga,Contig,37032474,37032474,338.08,2025-06-17,Kunming Institute of Zoology,yes,D,conditional
GCA_037954035.1,Rosalia funebris,3116773,Cerambycidae,Polyphaga,Contig,30181154,30181154,814.02,2024-04-05,University of Memphis,yes,D,conditional
